0, 6.36672326740841e-005,-2.2802946693857e-005,6.09555133603433e-005,-3.81525693598855e-005,2.2802946693857e-005,5.4593980517369e-005,-7.73969291180029e-005,-6.09555133603433e-005,-4.08642857492091e-005,0.000101819804371388,-5.4593980517369e-005,4.08642857492091e-005,1.37296985210532e-005,3.81525693598855e-005,2.60328048065792e-005,-6.41853754250571e-005,7.73969291180029e-005,-2.60328048065792e-005,-5.13641204738433e-005,-0.000101819804371388,6.41853754250571e-005,3.76344278675049e-005,-1.37296985210532e-005,5.13641204738433e-005,-3.76344278675049e-005
500, 6.20791432691786e-007,-1.94138204135095e-008,3.39290141745701e-007,-3.19876312468966e-007,1.94138204135095e-008,1.11035309307307e-006,-1.1297668968571e-006,-3.39290141745701e-007,-6.0137764657439e-007,9.40667771832926e-007,-1.11035309307307e-006,6.0137764657439e-007,5.08975456177774e-007,3.19876312468966e-007,3.93020487790829e-007,-7.12896895954165e-007,1.1297668968571e-006,-3.93020487790829e-007,-7.36746366415805e-007,-9.40667771832926e-007,7.12896895954165e-007,2.27770944900956e-007,-5.08975456177774e-007,7.36746366415805e-007,-2.27770944900956e-007
1000, -7.96487469047395e-006,1.72570230504524e-011,7.96487294315854e-006,-7.96489000623053e-006,-1.72570230504524e-011,3.62146654968947e-011,-1.89576432806907e-011,-7.96487294315854e-006,7.96485618440019e-006,1.68556400175116e-011,-3.62146654968947e-011,-7.96485618440019e-006,7.96489313236481e-006,7.96489000623053e-006,-7.96488792754758e-006,-3.61856674708436e-012,1.89576432806907e-011,7.96488792754758e-006,-7.96490521527113e-006,-1.68556400175116e-011,3.61856674708436e-012,1.32370736300546e-011,-7.96489313236481e-006,7.96490521527113e-006,-1.32370736300546e-011
1500, -3.77232669901274e-005,5.77002110055287e-006,3.19532554986945e-005,-3.77232686202813e-005,-5.77002110055287e-006,5.79238875508995e-006,-2.23661951501181e-008,-3.19532554986945e-005,3.19532421801412e-005,7.79918389610787e-012,-5.79238875508995e-006,-3.19532421801412e-005,3.77456244883578e-005,3.77232686202813e-005,-3.77232672969261e-005,-7.49238547559284e-012,2.23661951501181e-008,3.77232672969261e-005,-3.774562848722e-005,-7.79918389610787e-012,7.49238547559284e-012,3.06798633267812e-013,-3.77456244883578e-005,3.774562848722e-005,-3.06798633267812e-013
2000, -4.6764497794619e-005,9.92154208815266e-006,3.68429497992517e-005,-4.67644945780025e-005,-9.92154208815266e-006,9.9222345443974e-006,-6.94400455805731e-010,-3.68429497992517e-005,3.6842955119901e-005,1.15305421141706e-012,-9.9222345443974e-006,-3.6842955119901e-005,4.67651842905883e-005,4.67644945780025e-005,-4.67644965333897e-005,-2.41428321940122e-012,6.94400455805731e-010,4.67644965333897e-005,-4.67651892403054e-005,-1.15305421141706e-012,2.41428321940122e-012,-1.26122925973701e-012,-4.67651842905883e-005,4.67651892403054e-005,1.26122925973701e-012
2500, -4.79670548336297e-005,1.31990561645606e-005,3.47679947645022e-005,-4.79670481688311e-005,-1.31990561645606e-005,1.31990808129681e-005,-2.23915403145787e-011,-3.47679947645022e-005,3.47679934706631e-005,9.90234515684926e-014,-1.31990808129681e-005,-3.47679934706631e-005,4.79670701731108e-005,4.79670481688311e-005,-4.79670373108917e-005,-1.76217653510255e-011,2.23915403145787e-011,4.79670373108917e-005,-4.79670499387979e-005,-9.90234515684926e-014,1.76217653510255e-011,-1.75227380264272e-011,-4.79670701731108e-005,4.79670499387979e-005,1.75227380264272e-011
3000, -4.82973137594925e-005,1.47143353033684e-005,3.35830171377613e-005,-4.82973474206703e-005,-1.47143353033684e-005,1.47143384401927e-005,-2.64704827646084e-012,-3.35830171377613e-005,3.35829751436765e-005,3.30620270177852e-011,-1.47143384401927e-005,-3.35829751436765e-005,4.829731626836e-005,4.82973474206703e-005,-4.80270921934662e-005,-2.70254629533646e-007,2.64704827646084e-012,4.80270921934662e-005,-4.8027093172926e-005,-3.30620270177852e-011,2.70254629533646e-007,-2.70221566026308e-007,-4.829731626836e-005,4.8027093172926e-005,2.70221566026308e-007
3500, -5.37149506518391e-005,1.70374006892382e-005,3.66775970413602e-005,-5.37149909427488e-005,-1.70374006892382e-005,1.7037405070441e-005,-3.79113401840957e-012,-3.66775970413602e-005,3.6677555078667e-005,3.30684428449145e-011,-1.7037405070441e-005,-3.6677555078667e-005,5.37149560083087e-005,5.37149909427488e-005,-3.61171241251171e-005,-1.75978576693412e-005,3.79113401840957e-012,3.61171241251171e-005,-3.61171373201927e-005,-3.30684428449145e-011,1.75978576693412e-005,-1.7597826526722e-005,-5.37149560083087e-005,3.61171373201927e-005,1.7597826526722e-005
4000, -5.48930266572714e-005,1.70976963867755e-005,3.77953224580038e-005,-5.48930245128717e-005,-1.70976963867755e-005,1.70977016792217e-005,-6.0384503494642e-012,-3.77953224580038e-005,3.77953259405285e-005,1.14110894438387e-012,-1.70977016792217e-005,-3.77953259405285e-005,5.48930199763013e-005,5.48930245128717e-005,-2.71079625246189e-005,-2.77850616389554e-005,6.0384503494642e-012,2.71079625246189e-005,-2.71079654174748e-005,-1.14110894438387e-012,2.77850616389554e-005,-2.77850641326525e-005,-5.48930199763013e-005,2.71079654174748e-005,2.77850641326525e-005
4500, -5.49922085255809e-005,1.71557138095628e-005,3.78365091699441e-005,-5.49922035106351e-005,-1.71557138095628e-005,1.71557305851495e-005,-1.63224701190883e-011,-3.78365091699441e-005,3.7836494964661e-005,2.65255253561903e-013,-1.71557305851495e-005,-3.7836494964661e-005,5.49922351548519e-005,5.49922035106351e-005,-2.80863986229797e-005,-2.69058149084242e-005,1.63224701190883e-011,2.80863986229797e-005,-2.80864124777905e-005,-2.65255253561903e-013,2.69058149084242e-005,-2.69058099026012e-005,-5.49922351548519e-005,2.80864124777905e-005,2.69058099026012e-005
