0, 6.92430896494415e-005,-1.57326383193671e-005,-1.80209144736728e-005,4.68752215989815e-005,-1.31216622303729e-005,1.57326383193671e-005,3.93422095627986e-005,-5.50748441286045e-005,1.80209144736728e-005,0.000104840883178155,-0.000122861802077868,-4.68752215989815e-005,-2.74046791635067e-005,-3.66321836478103e-005,0.000110912078668057,-3.93422095627986e-005,2.74046791635067e-005,1.19375282063358e-005,-0.000104840883178155,3.66321836478103e-005,6.82086964121401e-005,1.31216622303729e-005,1.46396196223119e-005,2.22278565068883e-005,-4.99891445262832e-005,5.50748441286045e-005,-1.46396196223119e-005,-4.04352239208956e-005,0.000122861802077868,-2.22278565068883e-005,-0.000100633939935697,-0.000110912078668057,4.99891445262832e-005,2.84976962061395e-005,3.24252406346308e-005,-1.19375282063358e-005,4.04352239208956e-005,-2.84976962061395e-005,-6.82086964121401e-005,0.000100633939935697,-3.24252406346308e-005, 0.000191058308382876, -5.46530971415191e-005, -4.31373158284514e-005 
500, -3.37405575612608e-009,1.68715909737097e-010,3.51726499566519e-010,4.62450152721173e-010,-9.82892292288581e-010,-1.68715909737097e-010,5.92314755465415e-008,-5.90627887047171e-008,-3.51726499566519e-010,1.14323010622406e-007,-1.13971124925691e-007,-4.62450152721173e-010,-1.13812142007968e-010,7.86659403598416e-011,4.97596430094664e-010,-5.92314755465415e-008,1.13812142007968e-010,5.91176603420088e-008,-1.14323010622406e-007,-7.86659403598416e-011,1.14401644137558e-007,9.82892292288581e-010,2.4140257677741e-008,2.44988973497849e-008,-4.96220502611008e-008,5.90627887047171e-008,-2.4140257677741e-008,-3.49224960732529e-008,1.13971124925691e-007,-2.44988973497849e-008,-8.94723691003118e-008,-4.97596430094664e-010,4.96220502611008e-008,-2.41951565633964e-008,-2.49292865281076e-008,-5.91176603420088e-008,3.49224960732529e-008,2.41951565633964e-008,-1.14401644137558e-007,8.94723691003118e-008,2.49292865281076e-008, 1.74016915434665e-007, 4.30389178322686e-010, 5.4898885655456e-011 
1000, -0.0014352191578271,1.53747691033607e-008,4.15296566516036e-008,4.6173288501463e-008,-1.03077715283732e-007,-1.53747691033607e-008,6.32019692447696e-006,-6.30482134585816e-006,-4.15296566516036e-008,1.20889209984249e-005,-1.20474011309278e-005,-4.6173288501463e-008,-1.53768502762015e-008,8.68064996218228e-009,5.28694890588988e-008,-6.32019692447696e-006,1.53768502762015e-008,6.30482019661707e-006,-1.20889209984249e-005,-8.68064996218228e-009,1.20976073641513e-005,1.03077715283732e-007,2.50235607298023e-006,2.54773498885632e-006,-5.15316910220151e-006,6.30482134585816e-006,-2.50235607298023e-006,-3.80246598791632e-006,1.20474011309278e-005,-2.54773498885632e-006,-9.49965940113192e-006,-5.28694890588988e-008,5.15316910220151e-006,-2.50235431739048e-006,-2.59794545803718e-006,-6.30482019661707e-006,3.80246598791632e-006,2.50235431739048e-006,-1.20976073641513e-005,9.49965940113192e-006,2.59794545803718e-006, 1.84552944912498e-005, 5.02104691808599e-008, -1.75558975273814e-012 
1500, -0.0017363155823339,1.33579915918901e-008,3.60820232726873e-008,4.0116529015358e-008,-8.95565498064857e-008,-1.33579915918901e-008,5.49114748720319e-006,-5.47779249492509e-006,-3.60820232726873e-008,1.05031648389044e-005,-1.04670896707591e-005,-4.0116529015358e-008,-1.33598016821626e-008,7.5419748327328e-009,4.59343533920179e-008,-5.49114748720319e-006,1.33598016821626e-008,5.47778754907742e-006,-1.05031648389044e-005,-7.5419748327328e-009,1.05107042736635e-005,8.95565498064857e-008,2.17411059790666e-006,2.21353695849285e-006,-4.47720396350368e-006,5.47779249492509e-006,-2.17411059790666e-006,-3.30367907906657e-006,1.04670896707591e-005,-2.21353695849285e-006,-8.25354544183144e-006,-4.59343533920179e-008,4.47720396350368e-006,-2.17410950282259e-006,-2.25716204077001e-006,-5.47778754907742e-006,3.30367907906657e-006,2.17410950282259e-006,-1.05107042736635e-005,8.25354544183144e-006,2.25716204077001e-006, 1.60344284844017e-005, 4.36250822771539e-008, -1.09508406828635e-012 
2000, 1.43634438098773e-008,9.64105041726118e-010,1.45317714739923e-009,8.87021319194092e-009,-1.12874951775835e-008,-9.64105041726118e-010,1.50087473954438e-007,-1.49123482652004e-007,-1.45317714739923e-009,3.75191920065071e-007,-3.73738374176857e-007,-8.87021319194092e-009,-1.66831787306954e-008,-1.64791459009011e-008,4.20325375149207e-008,-1.50087473954438e-007,1.66831787306954e-008,1.33404415997457e-007,-3.75191920065071e-007,1.64791459009011e-008,3.58712417216513e-007,1.12874951775835e-008,1.81435976501702e-008,1.8342230145494e-008,-4.77733227795216e-008,1.49123482652004e-007,-1.81435976501702e-008,-1.30979885257773e-007,3.73738374176857e-007,-1.8342230145494e-008,-3.5539614404779e-007,-4.20325375149207e-008,4.77733227795216e-008,-2.42452368153614e-009,-3.31625147423121e-009,-1.33404415997457e-007,1.30979885257773e-007,2.42452368153614e-009,-3.58712417216513e-007,3.5539614404779e-007,3.31625147423121e-009, 5.34149352085084e-007, -1.50259786712628e-008, -1.5719073968634e-008 
2500, -0.000103770022862186,1.40444362481443e-005,3.81745020927875e-005,1.40522193329326e-008,-5.2232981514104e-005,-1.40444362481443e-005,1.41492278855651e-005,-1.04791881663159e-007,-3.81745020927875e-005,3.84593616769747e-005,-2.84860112093904e-007,-1.40522193329326e-008,-3.61616575375768e-009,-3.61669937083369e-009,2.12850842491193e-008,-1.41492278855651e-005,3.61616575375768e-009,1.41456114445408e-005,-3.84593616769747e-005,3.61669937083369e-009,3.84557445571311e-005,5.2232981514104e-005,3.01624666114184e-008,8.19897510887939e-008,-5.23451385245457e-005,1.04791881663159e-007,-3.01624666114184e-008,-7.46294146152886e-008,2.84860112093904e-007,-8.19897510887939e-008,-2.02870331496609e-007,-2.12850842491193e-008,5.23451385245457e-005,-1.4070983329163e-005,-3.82528726590914e-005,-1.41456114445408e-005,7.46294146152886e-008,1.4070983329163e-005,-3.84557445571311e-005,2.02870331496609e-007,3.82528726590914e-005, 5.26226382706576e-005, 3.81708829080026e-005, 1.40408208625516e-005 
3000, -0.0002287320210141,3.23667397709494e-005,8.08310283610578e-005,6.4820308920376e-006,-0.000119679836623978,-3.23667397709494e-005,3.23667329306474e-005,-2.35375678589257e-013,-8.08310283610578e-005,8.0831040252555e-005,-6.75116016703765e-013,-6.4820308920376e-006,-1.45358810953724e-005,-1.69679986295733e-005,3.79859101726409e-005,-3.23667329306474e-005,1.45358810953724e-005,1.78308603931133e-005,-8.0831040252555e-005,1.69679986295733e-005,6.38630286780499e-005,0.000119679836623978,7.71783722686323e-015,2.08790390710687e-014,-0.000119679803941247,2.35375678589257e-013,-7.71783722686323e-015,-2.27657501945625e-013,6.75116016703765e-013,-2.08790390710687e-014,-6.54237592931887e-013,-3.79859101726409e-005,0.000119679803941247,-1.7830858149588e-005,-6.38630426932302e-005,-1.78308603931133e-005,2.27657501945625e-013,1.7830858149588e-005,-6.38630286780499e-005,6.54237592931887e-013,6.38630426932302e-005, 0.000119679804823142, 6.38630426723512e-005, 1.78308581418702e-005 
3500, -0.182514954760086,3.03093818610699e-005,6.43236247741035e-005,1.27493890979205e-005,-0.000107382459426655,-3.03093818610699e-005,3.0309390139938e-005,-9.77356694141277e-013,-6.43236247741035e-005,6.4323634157178e-005,-2.79380006330374e-012,-1.27493890979205e-005,-3.03074239427812e-005,-4.54016889879344e-005,8.84585005530301e-005,-3.0309390139938e-005,3.03074239427812e-005,1.96297819983487e-009,-6.4323634157178e-005,4.54016889879344e-005,1.89219507322909e-005,0.000107382459426655,5.89472637969316e-014,1.58140605107347e-013,-0.000107382407756443,9.77356694141277e-013,-5.89472637969316e-014,-9.18409650811862e-013,2.79380006330374e-012,-1.58140605107347e-013,-2.63565984391996e-012,-8.84585005530301e-005,0.000107382407756443,-1.96175845487419e-009,-1.89219366177217e-005,-1.96297819983487e-009,9.18409650811862e-013,1.96175845487419e-009,-1.89219507322909e-005,2.63565984391996e-012,1.89219366177217e-005, 0.000107382411310513, 1.89219364595811e-005, 1.96169950761039e-009 
4000, 4.45844187756675e-006,9.40503257923161e-007,1.64546817377541e-006,5.2354554006618e-006,-7.82142191236982e-006,-9.40503257923161e-007,9.44083159525344e-007,-3.57995765845658e-009,-1.64546817377541e-006,1.65521762637513e-006,-9.74946817311185e-009,-5.2354554006618e-006,-9.97899815196625e-007,-2.1513338541096e-006,8.38468815921123e-006,-9.44083159525344e-007,9.97899815196625e-007,-5.38165659682468e-008,-1.65521762637513e-006,2.1513338541096e-006,-4.96116231406873e-007,7.82142191236982e-006,6.04002636657757e-011,1.68730895919862e-010,-7.82165599886098e-006,3.57995765845658e-009,-6.04002636657757e-011,-3.51955725772808e-009,9.74946817311185e-009,-1.68730895919862e-010,-9.58073733348829e-009,-8.38468815921123e-006,7.82165599886098e-006,5.73370798926946e-008,5.05700158391113e-007,5.38165659682468e-008,3.51955725772808e-009,-5.73370798926946e-008,4.96116231406873e-007,9.58073733348829e-009,-5.05700158391113e-007, 7.83475629345219e-006, -5.05868889287033e-007, -5.73974801563604e-008 
4500, -8.19839838402336e-005,1.9736802665662e-005,4.02210726242511e-005,3.30103438709983e-008,-5.99908768025366e-005,-1.9736802665662e-005,1.97368097759485e-005,-1.16406166695445e-011,-4.02210726242511e-005,4.02211071175792e-005,-3.000398956435e-011,-3.30103438709983e-008,-8.67272114873523e-009,-4.28549186080607e-009,4.59685550521722e-008,-1.97368097759485e-005,8.67272114873523e-009,1.97281381662536e-005,-4.02211071175792e-005,4.28549186080607e-009,4.02168147611687e-005,5.99908768025366e-005,9.51840128286875e-013,2.63819321940393e-012,-5.99908809467629e-005,1.16406166695445e-011,-9.51840128286875e-013,-1.06887750074601e-011,3.000398956435e-011,-2.63819321940393e-012,-2.73658114800647e-011,-4.59685550521722e-008,5.99908809467629e-005,-1.97281293800567e-005,-4.02167971685723e-005,-1.97281381662536e-005,1.06887750074601e-011,1.97281293800567e-005,-4.02168147611687e-005,2.73658114800647e-011,4.02167971685723e-005, 5.99909190013494e-005, 4.02167945303791e-005, 1.97281284282166e-005 
